text,label
Should I keep my business as a side gig or commit to it fully? What would you do?,career
Help! I got into my dream school for the wrong major. Should I go anyway?,education
I failed 2 classes last semester. Should I withdraw or try to recover? What would you do?,education
Should we make our kids go to church even though we're not religious? I really need some perspective.,family
Help! Is moving to a country with a completely different culture a bad idea at 30?,relocation
Should I tell my child they're adopted or keep it a secret? Am I overthinking this?,family
Not sure what to do. I have an opportunity to lead a team for the first time but I'm terrified I'll fail. Should I go for it?,career
"I've been thinking a lot about this. Should I go back to school to make a career change, or can I self-teach my way in?",career
I've been thinking a lot about this. My company is relocating to Amsterdam and I have to decide by next month. What should I consider?,relocation
My partner and I both got into different grad schools. How do we decide? Has anyone been through this?,education
Really struggling with this. My partner never apologizes. Is this a personality trait or a red flag?,relationship
Should I go to grad school locally or move across the country for a better program? I really need some perspective.,education
We've been together for 5 years and they still won't commit. Should I wait or leave?,relationship
My job is fully remote. Where should I move to maximize my quality of life? Any advice?,relocation
I've been thinking a lot about this. Should I use a paper planner or a digital system?,lifestyle
I have two offers on the table — one from a struggling startup and one from a bureaucratic corporation. How do I choose? Has anyone been through this?,career
Not sure what to do. I was diagnosed with epilepsy. Should I tell my employer?,health
I've been thinking a lot about this. I got recruited by a competitor with a much better package. Should I tell my boss?,career
Here's my situation. Should I move back to my home country after living abroad for 3 years?,relocation
My child was diagnosed with fibromyalgia. Should we tell them or wait? Feeling so lost.,family
"Is it worth waking up early on weekends too, or should I sleep in?",lifestyle
Is an MBA worth it at 25 with 8 years of experience? Has anyone been through this?,education
My child has a learning disability. Should we mainstream them or find a specialized school? Please help me decide.,family
Not sure what to do. Should I try an elimination diet to figure out my food sensitivities?,health
Should I be a stay-at-home parent or keep my career? Feeling so lost.,family
Should I have preventive surgery because of my family history? I really need some perspective.,health
I've been thinking a lot about this. I keep failing at my New Year's resolutions. Should I stop making them?,lifestyle
"My student loan payment is $200,000 per month. Should I refinance? Any advice?",finance
The new job pays 15% more but requires 25 more hours per week. Worth it? I really need some perspective.,career
"I found the perfect engagement ring but it's $10,000. Is that too much? Any advice?",relationship
Should we adopt domestically or internationally?,family
I've been thinking a lot about this. Should I get a first-year mortgage or stretch it to {year2} years for lower payments?,finance
"Not sure what to do. Should I move to a walkable city and sell my car, or keep the car and the suburbs?",relocation
We're fighting about screen time limits. What's reasonable for a 42-year-old? Am I overthinking this?,family
Big decision ahead. I want to simplify my wardrobe to a capsule collection. Where do I start?,lifestyle
We're considering moving to Idaho for the tax benefits. Is that a good enough reason? I really need some perspective.,relocation
Should I unsubscribe from all marketing emails or just the ones I never read? I really need some perspective.,lifestyle
Big decision ahead. Should I unsubscribe from all marketing emails or just the ones I never read?,lifestyle
I have a business idea but I'm scared to quit my job. When is the right time to leap?,career
Should I do a working holiday in Canada while I'm still young? Has anyone been through this?,relocation
"I need advice. My dentist says I need extensive dental work but it costs $5,000. Is it really necessary?",health
"Big decision ahead. I'm only staying because I'm afraid of being alone. That's not a good reason, right?",relationship
I need advice. Should I unsubscribe from all marketing emails or just the ones I never read?,lifestyle
Is it better to have a strict morning routine or go with the flow? Feeling so lost.,lifestyle
Should we combine finances after getting married or keep things separate? What would you do?,relationship
Really struggling with this. Should I get a second opinion on my diagnosis or trust my current doctor?,health
I want to move from individual contributor to management. Should I tell my boss? Has anyone been through this?,career
I want to go to law school but the legal job market is brutal. Should I reconsider? Please help me decide.,education
Should I try an elimination diet to figure out my food sensitivities? Should I count calories or focus on eating whole foods?,health
Should we tell our families we're trying to conceive or keep it private? Has anyone been through this?,family
Help! Should I max out my 401k or pay off my student loans first?,finance
Is intermittent fasting safe for someone with my health conditions? Any advice?,health
Should we adopt an older child or wait for an infant? Feeling so lost.,family
Help! Should I put down 30% to avoid PMI or keep that money invested?,finance
Really struggling with this. Should I invest in a taxable brokerage account before maxing retirement accounts?,finance
I've been thinking a lot about this. College is destroying my mental health. Should I prioritize my wellbeing or push through?,education
Should we adopt an older child or wait for an infant? Any advice?,family
My teen wants to drop out of sports. Should I make them stick with it? What would you do?,family
Not sure what to do. I'm 27 and thinking about completely changing careers from education to entrepreneurship. Am I crazy?,career
Not sure what to do. I'm addicted to buying things when I'm stressed. How do I break this habit?,lifestyle
My partner of 5 years cheated. Can trust ever be rebuilt? What would you do?,relationship
Should I pick up playing piano again after 7 years or try something completely new? Any advice?,lifestyle
Really struggling with this. Should I try physical therapy first or go straight to surgery?,health
Not sure what to do. I'm in a PhD program and hate it. Should I drop out with a master's?,education
We want to move to a better school district but can't afford the houses there. Options? Please help me decide.,relocation
The company I work for is clearly struggling. Should I jump ship before things get worse? Feeling so lost.,career
I need advice. I'm considering a PhD in architecture but it takes 8 years. Is it worth it?,education
Big decision ahead. My partner wants 10 kids and I want {num2}. How do we compromise?,family
Should I meal prep every Sunday or cook fresh daily? Feeling so lost.,health
"I'm only staying because I'm afraid of being alone. That's not a good reason, right? Has anyone been through this?",relationship
Not sure what to do. I got recruited by a competitor with a much better package. Should I tell my boss?,career
Should I have preventive surgery because of my family history? Has anyone been through this?,health
I'm tired of winter and want to move somewhere warm. Am I being impulsive? Am I overthinking this?,relocation
Not sure what to do. We agreed to try an open relationship and now I'm miserable. Should I end it?,relationship
The new job pays 50% more but requires 30 more hours per week. Worth it?,career
I got accepted to a liberal arts school for Journalism and a community college for Accounting. Which should I choose? I really need some perspective.,education
I'm engaged but having second thoughts. Is this just cold feet or something more? Feeling so lost.,relationship
We got married young and I feel like I missed out. Is that normal? Feeling so lost.,relationship
Should I track my macros or just eat intuitively? I really need some perspective.,health
Should I practice photography every day or take rest days? Any advice?,lifestyle
Here's my situation. Is an MBA worth it at 22 with 20 years of experience?,education
I've been offered a chance to move from sales to product management. Good move? I really need some perspective.,career
Not sure what to do. My partner never apologizes. Is this a personality trait or a red flag?,relationship
I need advice. My partner said they want to 'take a break.' What does that even mean? We've been living together for a year and they still haven't said 'I love you.',relationship
My friend keeps giving me stock tips. Should I listen or stick to my plan? Am I overthinking this?,finance
Not sure what to do. Should I cut out alcohol or just eat it in moderation?,health
We're thinking of moving from San Francisco to Phoenix for a lower cost of living. Worth it? Feeling so lost.,relocation
Not sure what to do. Should I prioritize my child's happiness or their future success?,family
Here's my situation. Should I practice painting every day or take rest days?,lifestyle
Really struggling with this. I want to start investing but the market feels really high right now. Should I wait?,finance
I want to simplify my wardrobe to a capsule collection. Where do I start? I really need some perspective.,lifestyle
Here's my situation. Should I rent first when moving to a new city or buy immediately?,relocation
I need advice. I need radiation therapy but my insurance won't cover it. Should I pay out of pocket?,health
My friends are all having kids and I'm feeling left behind. Should that influence my decision? Feeling so lost.,family
I found messages between my partner and their coworker. Should I confront them? Feeling so lost.,relationship
Should I tell my child they're adopted or keep it a secret? Has anyone been through this?,family
I'm a freshman and already hate my major. Is it too late to switch? Please help me decide.,education
"Is international school worth the cost, or should I put my kids in local schools? Feeling so lost.",relocation
Really struggling with this. Should I plan every hour of my day or leave room for spontaneity?,lifestyle
Here's my situation. My neighborhood is changing and I don't feel safe anymore. Should I move?,relocation
I got my agile certification but nobody will hire me without experience. Catch-22? What would you do?,career
Should I drink green tea every day for the health benefits? Has anyone been through this?,health
The company I work for is clearly struggling. Should I jump ship before things get worse? Any advice?,career
I've been thinking a lot about this. Should I try {cuisine} cuisine for its supposed longevity benefits?,health
I was diagnosed with arthritis. Should I tell my employer? Am I overthinking this?,health
Help! Should I get rid of books I've already read or keep them as a library?,lifestyle
"Here's my situation. I found the perfect engagement ring but it's $15,000. Is that too much?",relationship
I got recruited by a competitor with a much better package. Should I tell my boss? Feeling so lost.,career
Should I unsubscribe from all marketing emails or just the ones I never read? Feeling so lost.,lifestyle
I've been thinking a lot about this. We fight about chores constantly. Is this normal relationship stuff or are we incompatible?,relationship
Should I have my wisdom teeth removed even though they're not bothering me? Please help me decide.,health
Is it too late to become a nurse at 45? I really need some perspective. My doctor said I need to leave my physically demanding job. How do I transition to something else at 28?,career
Should I combine my Communications major with a Nursing minor for better job prospects? Am I overthinking this?,education
Help! I'm not sure if I want to be in academia forever. Should I still pursue a PhD?,education
I'm worried about passing on bipolar disorder to my children. Should I have kids anyway? Has anyone been through this?,family
Help! I want to go to law school but the legal job market is brutal. Should I reconsider?,education
Should we adopt domestically or internationally? Am I overthinking this?,family
I need advice. Should I focus on cardio or strength training for weight loss?,health
Should I leave my cushy corporate job to work at a nonprofit with a mission I care about? What would you do?,career
Not sure what to do. I've been at my job for 10 years and feel completely stuck. Is it time to move on?,career
I need advice. Should I invest in a taxable brokerage account before maxing retirement accounts? I keep dipping into my savings for non-emergencies. How do I stop?,finance
I've been passed over for promotion 5 times now. Should I keep trying or leave? What would you do?,career
Here's my situation. Should we get a new place together or move into one of our existing apartments?,relationship
Should I get rid of books I've already read or keep them as a library? Feeling so lost.,lifestyle
We're thinking of retiring abroad in Costa Rica. Has anyone done this? I really need some perspective.,relocation
Should I break up before the holidays or wait until after?,relationship
Thinking about pivoting from corporate life to creative work. Anyone done this? Feeling so lost.,career
Big decision ahead. Should I move closer to work to cut my commute or keep my affordable place?,relocation
My spouse got a diplomatic posting to Italy. Should the whole family go? Am I overthinking this?,relocation
My neighborhood is changing and I don't feel safe anymore. Should I move? What would you do?,relocation
I've been thinking a lot about this. Should I try physical therapy first or go straight to surgery?,health
Should I buy in the city where I work or the suburbs where I can afford more? Has anyone been through this?,finance
Here's my situation. We're considering moving to Washington for the tax benefits. Is that a good enough reason?,relocation
I'm being offered a remote position with frequent travel. Is that a good deal? Feeling so lost.,career
Really struggling with this. Should I learn the language before moving to Colombia or learn when I get there?,relocation
Help! We're considering adopting a child with special needs. Are we ready?,family
Not sure what to do. Should I go to grad school right after undergrad or work first?,education
Not sure what to do. Should I get vaccinated against flu even though I'm person with a disability?,health
I'm pregnant and not sure I want to keep it. How do I make this decision? Any advice?,family
I need advice. I was laid off last month and have been struggling to find something at the same level. Should I lower my expectations?,career
I need advice. My spouse got a diplomatic posting to Thailand. Should the whole family go?,relocation
Help! Should I go to grad school right after undergrad or work first?,education
Should I journal every morning or only when I feel like it? Please help me decide.,lifestyle
Should I get genetic testing for fibromyalgia that runs in my family? Any advice?,health
My partner wants to move in together after 18 months. Too soon? Has anyone been through this?,relationship
Not sure what to do. I'm stuck between majoring in History and Accounting. Which has better long-term prospects?,education
Should I cut out oils or just eat it in moderation? Has anyone been through this?,health
I keep failing at my New Year's resolutions. Should I stop making them? Any advice?,lifestyle
My child was diagnosed with autism. Should we tell them or wait? I really need some perspective.,family
Should I get genetic testing for depression that runs in my family? Has anyone been through this?,health
My psychiatrist suggested ECT for my depression. Should I consider it? Any advice?,health
I need advice. Should I pick a major based on passion or earning potential?,education
Should we have another child when our first was so difficult? Any advice?,family
Here's my situation. Should I keep a storage unit in my home country or get rid of everything?,relocation
I'm pregnant and not sure I want to keep it. How do I make this decision? Please help me decide.,family
Is getting an MBA worth it for someone looking to pivot from government to entrepreneurship? Has anyone been through this?,career
We're fighting about screen time limits. What's reasonable for a 48-year-old?,family
I have chronic pain and doctors can't find the cause. Should I keep searching? Please help me decide.,health
Not sure what to do. Thinking about pivoting from corporate life to creative work. Anyone done this?,career
Should I take out a personal loan to pay off my higher-interest credit cards? Has anyone been through this?,finance
The new job pays 60% more but requires 20 more hours per week. Worth it? Am I overthinking this?,career
Really struggling with this. I found a lump. Should I wait to see if it goes away or see a doctor immediately?,health
Help! Should I double major or focus on one thing and do it well?,education
Really struggling with this. I'm in a PhD program and hate it. Should I drop out with a master's?,education
Not sure what to do. Is it better to make my bed every morning or does it not matter?,lifestyle
Should I bootstrap my startup or take investor money and give up equity?,career
I'm happier when my partner is away on trips. What does that say about us? Feeling so lost.,relationship
My spouse got a diplomatic posting to New Zealand. Should the whole family go?,relocation
Help! My partner and I both got into different grad schools. How do we decide?,education
We want to move to a better school district but can't afford the houses there. Options? Has anyone been through this?,relocation
I have $500 in savings earning nothing. Where should I put it? Has anyone been through this?,finance
Really struggling with this. I've been coding on the side and want to become a developer. Should I quit my my office job?,career
Big decision ahead. I'm 40 and thinking about completely changing careers from nonprofit to healthcare. Am I crazy?,career
Should we use a sperm donor or keep trying with my partner's sperm? Has anyone been through this?,family
I need advice. Is it better to rent and invest the difference or buy a home?,finance
Should we give our kids an allowance or make them earn money through chores? Am I overthinking this?,family
Here's my situation. Should I hire an international moving company or do it myself?,relocation
I need advice. I'm considering moving to Barcelona sight unseen for a remote job. Bad idea?,relocation
Should I plan every hour of my day or leave room for spontaneity? Please help me decide. Should I volunteer abroad or help my own community first?,lifestyle
"My side hustle is making $2,000 per month. Should I go full-time?",career
Here's my situation. Should I go to the ER or wait for an urgent care appointment?,health
I have a family to support so I can't just quit. How do I career change responsibly? Any advice?,career
Here's my situation. I want to go to law school but the legal job market is brutal. Should I reconsider?,education
Should we become foster parents even if we don't plan to adopt? Has anyone been through this?,family
A recruiter reached out about a role that sounds perfect but requires a meditation certification I don't have. Should I invest in it? What would you do?,career
Should I journal every morning or only when I feel like it? Am I overthinking this?,lifestyle
My child wants to go to a party where I know there will be drinking. Should I let them? Am I overthinking this?,family
My partner wants 5 kids and I want {num2}. How do we compromise?,family
Big decision ahead. Should I get vaccinated against flu even though I'm immigrant?,health
Really struggling with this. Should I propose even though I can't afford an expensive ring right now?,relationship
Not sure what to do. Should we have another child when our first was so difficult?,family
I'm 42 and have no down payment saved. Should I even think about buying a home? Any advice?,finance
Should I hire an international moving company or do it myself? Feeling so lost.,relocation
Should we adopt domestically or internationally? Feeling so lost.,family
Here's my situation. Should I minimize my kitchen gadgets or keep the ones I use once a year?,lifestyle
Should I give up more protein completely or allow occasional treats?,health
"After 4 years in education, I realized I hate it. How do I start over? Am I overthinking this? I was asked to do something unethical at work. If I refuse, I'll probably be fired.",career
I need advice. Should I prioritize my child's happiness or their future success?,family
Not sure what to do. I'm 30 and have no down payment saved. Should I even think about buying a home?,finance
I'm being offered a remote position with frequent travel. Is that a good deal?,career
Not sure what to do. Should I use a paper planner or a digital system?,lifestyle
My advisor says I should add a statistics minor to any major I choose. Good advice? Am I overthinking this?,education
Should I use habit stacking to build new routines? Has anyone been through this?,lifestyle
Help! I'm a freshman and already hate my major. Is it too late to switch?,education
Big decision ahead. We're debating between free-range parenting and positive parenting. Which is better?,family
Help! Should I end a 6-year relationship if the sex life has completely died?,relationship
Should I buy less stuff or buy higher quality stuff? Am I overthinking this?,lifestyle
Should my partner and I have kids even though we both have demanding careers? Feeling so lost.,family
I'm being transferred and need to sell my house in a down market. Should I rent it out instead? Has anyone been through this?,finance
Big decision ahead. I've been a consultant for 20 years but my real passion is author. How do I make the switch?,career
Big decision ahead. My job is fully remote. Where should I move to maximize my quality of life?,relocation
I want to switch industries but every job posting wants experience I don't have. How do I break in? I really need some perspective.,career
Should I get genetic testing for OCD that runs in my family? Feeling so lost.,health
Here's my situation. Should I meal prep every Sunday or cook fresh daily?,health
I'm pregnant and not sure I want to keep it. How do I make this decision?,family
I need advice. Should I use habit stacking to build new routines? I'm an adult and don't know who I am outside of work. How do I find myself?,lifestyle
Should I end a 1-year relationship if the sex life has completely died? Has anyone been through this?,relationship
Should I buy a rental property instead of a home to live in? Has anyone been through this?,finance
Big decision ahead. Should I go to grad school right after undergrad or work first?,education
"Really struggling with this. Is international school worth the cost, or should I put my kids in local schools?",relocation
I've been thinking a lot about this. Should I ship my furniture overseas or sell everything and start fresh?,relocation
Should I learn the language before moving to Spain or learn when I get there? Am I overthinking this?,relocation
I'm 48 and thinking about completely changing careers from healthcare to education. Am I crazy? Any advice?,career
"I need advice. Should I move to a walkable city and sell my car, or keep the car and the suburbs?",relocation
Big decision ahead. Should I reward myself for hitting habit milestones or rely on intrinsic motivation?,lifestyle
Help! Should we adopt instead of having biological children?,family
Should I move to a city where I know nobody for my dream job? I really need some perspective.,relocation
I have a family. Can I survive grad school while being a parent? Please help me decide.,education
Really struggling with this. My parents want me to study History but I'm passionate about Pre-Med. How do I decide?,education
Here's my situation. I'm not sure if I want to be in academia forever. Should I still pursue a PhD?,education
Help! I was diagnosed with fibromyalgia. Should I tell my employer?,health
Should we start trying for a baby now or wait until we're more financially stable? Am I overthinking this?,family
Should I break up before the holidays or wait until after? Am I overthinking this?,relationship
Should I get a second opinion on my diagnosis or trust my current doctor? What would you do?,health
Not sure what to do. Is it dumb to invest in companies I actually use and like?,finance
Should I learn the language before moving to Spain or learn when I get there? Please help me decide.,relocation
Really struggling with this. Should I minor in something completely different from my major?,education
Not sure what to do. Should I move closer to work to cut my commute or keep my affordable place?,relocation
Really struggling with this. My partner is emotionally unavailable. Should I keep trying or accept they won't change?,relationship
Should I buy a house now with these high interest rates or wait until next year?,finance
I need chemotherapy but my insurance won't cover it. Should I pay out of pocket? Please help me decide.,health
Really struggling with this. Should I rent a place remotely or stay in temporary housing when I first arrive?,relocation
My doctor says I need to reduce sodium. Should I cut it completely?,health
Should I get genetic testing for depression that runs in my family? Am I overthinking this?,health
Not sure what to do. I want to go to law school but the legal job market is brutal. Should I reconsider?,education
I found messages between my partner and their coworker. Should I confront them? I really need some perspective.,relationship
Should I use a paper planner or a digital system? What would you do?,lifestyle
I've been offered a transfer to our Barcelona office. Should I uproot my family and move? Has anyone been through this?,relocation
Not sure what to do. Should I digitize all my photos or keep the physical albums?,lifestyle
Really struggling with this. I failed 30 classes last semester. Should I withdraw or try to recover?,education
Big decision ahead. Should I keep my citizenship when moving abroad permanently?,relocation
Really struggling with this. My company wants me to open an office in Italy. Should I take the expat package?,relocation
I need advice. We're married but living like roommates. Is this fixable?,relationship
Here's my situation. Should I focus on cardio or strength training for weight loss?,health
Should I have my wisdom teeth removed even though they're not bothering me? Has anyone been through this?,health
Help! My doctor cleared me for exercise after surgery. Should I start slow or push through?,health
Is it too late to become a nurse at 38? Has anyone been through this?,career
Big decision ahead. My children don't want to move abroad. Should I make them anyway?,relocation
Should I unsubscribe from all marketing emails or just the ones I never read? What would you do?,lifestyle
I want to simplify my wardrobe to a capsule collection. Where do I start? Has anyone been through this?,lifestyle
Big decision ahead. I have chronic pain and doctors can't find the cause. Should I keep searching?,health
Here's my situation. Should I buy a house now with these high interest rates or wait until next year?,finance
Should I focus on cardio or strength training for weight loss? Feeling so lost.,health
Here's my situation. I found a lump. Should I wait to see if it goes away or see a doctor immediately?,health
Really struggling with this. My religious family doesn't approve of my partner. Should we still have the wedding?,relationship
Big decision ahead. My partner wants to buy and I want to rent. How do we decide?,finance
Here's my situation. Is a master's from an online university respected in architecture?,education
Should I take out a personal loan to pay off my higher-interest credit cards? Any advice?,finance
Really struggling with this. I still love my ex but I'm with someone new. Should I reach out?,relationship
Help! The company I work for is clearly struggling. Should I jump ship before things get worse?,career
We moved in together and now we fight about guests all the time. Is this normal? Any advice?,relationship
Should I bootstrap my startup or take investor money and give up equity? Has anyone been through this?,career
I've been at my job for 8 years and feel completely stuck. Is it time to move on? Please help me decide.,career
My partner is a hoarder and I'm a minimalist. Can this relationship survive? Please help me decide.,lifestyle
Really struggling with this. Should I declutter my entire house in one weekend or do it gradually?,lifestyle
I need advice. Should I buy a house now with these high interest rates or wait until next year?,finance
I need advice. My partner is from Portugal and wants to move back home. Should I go?,relocation
My spouse got a diplomatic posting to Ireland. Should the whole family go? Feeling so lost.,relocation
I'm being transferred and need to sell my house in a down market. Should I rent it out instead? What would you do?,finance
Really struggling with this. My teen wants to drop out of sports. Should I make them stick with it?,family
Help! Should I sell my investments to pay off credit card debt?,finance
Really struggling with this. We've been together for 8 years and they still won't commit. Should I wait or leave?,relationship
Should I rebalance my portfolio annually or only when it drifts significantly? Please help me decide.,finance
"I have $30,000 in credit card debt. Should I consolidate or use the avalanche method? I really need some perspective.",finance
My parents want me to study History but I'm passionate about Engineering. How do I decide? Has anyone been through this?,education
Should I prioritize my child's happiness or their future success? Am I overthinking this?,family
My neighborhood is changing and I don't feel safe anymore. Should I move? I really need some perspective.,relocation
Is it worth the paperwork nightmare to move to Spain for love? Please help me decide.,relocation
Really struggling with this. Should I stay with someone whose family hates me?,relationship
Not sure what to do. We've been together for 15 years and they still won't commit. Should I wait or leave?,relationship
Help! My advisor says I should add a statistics minor to any major I choose. Good advice?,education
Not sure what to do. I'm a generalist in a world that wants specialists. How do I market myself?,career
I've been thinking a lot about this. My advisor says I should add a statistics minor to any major I choose. Good advice?,education
"Here's my situation. I'm only staying because I'm afraid of being alone. That's not a good reason, right?",relationship
Here's my situation. I'm 32 and thinking about completely changing careers from healthcare to design. Am I crazy?,career
I have chronic pain and doctors can't find the cause. Should I keep searching?,health
Big decision ahead. My parents offered to help with the down payment but want a say in which house. Should I accept?,finance
"Here's my situation. My partner wants me to cut off my best friend. That's controlling, right?",relationship
Really struggling with this. Should I max out my 401k or pay off my student loans first?,finance
"After getting laid off from tech, I'm considering healthcare. Anyone made this switch? Please help me decide.",career
I need advice. Should I pick up baking again after 15 years or try something completely new?,lifestyle
Should I let my child fail or protect them from every hardship? Am I overthinking this?,family
I need advice. Should we have another child when our first was so difficult?,family
I'm considering selling everything and living in a tiny house. Am I crazy? What would you do?,lifestyle
Should we combine finances after getting married or keep things separate? Am I overthinking this?,relationship
Not sure what to do. I got accepted to a big state school for Sociology and a private university for Engineering. Which should I choose?,education
"My dream company finally offered me a role, but it's in a different city. What should I do? Please help me decide.",career
Big decision ahead. I inherited a house that needs major repairs. Should I fix it up or sell as-is?,finance
My partner of 8 years cheated. Can trust ever be rebuilt?,relationship
Really struggling with this. Should I reward myself for hitting habit milestones or rely on intrinsic motivation?,lifestyle
I've been thinking a lot about this. My partner has terrible habits around communication. How do I address this?,relationship
Big decision ahead. My doctor says I'm pre-diabetic. Should I go on medication or try lifestyle changes first?,health
My partner wants to buy and I want to rent. How do we decide? Any advice?,finance
Help! Should I move closer to work to cut my commute or keep my affordable place?,relocation
I need advice. My kid wants a dog but I know I'll be the one taking care of it. Should we get one?,family
Should we adopt an older child or wait for an infant?,family
Really struggling with this. My advisor says I should add a statistics minor to any major I choose. Good advice?,education
Is getting a second master's degree in a different field a good idea? Has anyone been through this?,education
My partner is emotionally unavailable. Should I keep trying or accept they won't change? I really need some perspective.,relationship
I'm 50 and thinking about completely changing careers from manufacturing to research. Am I crazy? Am I overthinking this?,career
Help! My child wants to go to a party where I know there will be drinking. Should I let them?,family
I need advice. I have no idea what to major in. Should I take a gap year to figure it out?,education
I've been freelancing for a while. Should I go back to a full-time job or keep doing my own thing? What would you do?,career
Help! I found my dream house but it's 10% over my budget. Should I stretch?,finance
Really struggling with this. My kid wants a dog but I know I'll be the one taking care of it. Should we get one?,family
Really struggling with this. We're thinking of retiring abroad in Colombia. Has anyone done this?,relocation
Big decision ahead. I want to run a marathon but I've never run more than a mile. Where do I start?,health
Is English actually a good degree or should I pick something more practical? Am I overthinking this?,education
Should I use a robo-advisor or manage my investments myself? Feeling so lost.,finance
I've been thinking a lot about this. Should we move before having kids or wait until after?,relocation
I need advice. I've been a teacher for 25 years but my real passion is coach. How do I make the switch?,career
Is it better to focus on one habit at a time or change multiple at once? Am I overthinking this?,lifestyle
Not sure what to do. I want to move from individual contributor to management. Should I tell my boss?,career
Really struggling with this. Is intermittent fasting safe for someone with my health conditions?,health
Should I move back to my hometown or stay in the city where I built my life? I really need some perspective.,relocation
"Should I move in with my partner to save money, or is that a terrible reason? Has anyone been through this?",relationship
Really struggling with this. Is it dumb to invest in companies I actually use and like?,finance
I've been thinking a lot about this. Should I force my kid to eat foods they hate or let them have preferences?,family
Really struggling with this. My industry is dying and I need to reskill. What's the fastest path to something stable?,career
I've been thinking a lot about this. Should I use my entire savings for a down payment or keep an emergency fund?,finance
I have no idea what to major in. Should I take a gap year to figure it out? I really need some perspective.,education
My partner is emotionally unavailable. Should I keep trying or accept they won't change? Feeling so lost.,relationship
I'm 28 and haven't started investing for retirement. Am I too late? Feeling so lost.,finance
Not sure what to do. The company I work for is clearly struggling. Should I jump ship before things get worse?,career
Should I break up before the holidays or wait until after? Any advice?,relationship
I got into my dream school for the wrong major. Should I go anyway? Please help me decide.,education
Big decision ahead. We want completely different things in life. Should we break up now or hope things change?,relationship
Should I break up before the holidays or wait until after? What would you do?,relationship
Here's my situation. Should I rebalance my portfolio annually or only when it drifts significantly?,finance
Big decision ahead. My cholesterol is high. Should I change my diet or take statins?,health
Should I get vaccinated against COVID-19 even though I'm younger employee? Feeling so lost.,health
I'm pregnant and not sure I want to keep it. How do I make this decision? Am I overthinking this?,family
Not sure what to do. My lease is ending. Should I renew or finally make the move I've been dreaming about?,relocation
Help! Is intermittent fasting safe for someone with my health conditions?,health
My religious family doesn't approve of my partner. Should we still have the wedding? I really need some perspective.,relationship
I want to build a meditation habit. Should I start with 5 minutes or 20? What would you do?,lifestyle
Here's my situation. I'm worried about passing on asthma to my children. Should I have kids anyway?,family
Here's my situation. The job market is rough right now. Should I take an offer I'm not excited about just to have income?,career
My child has a learning disability. Should we mainstream them or find a specialized school? Am I overthinking this?,family
Should I put all my money in at once or dollar-cost average? Feeling so lost.,finance
I need advice. Should I accept a promotion that means managing people?,career
Should I meal prep every Sunday or cook fresh daily? What would you do?,health
Here's my situation. Should we combine finances after getting married or keep things separate?,relationship
Should I try physical therapy first or go straight to surgery? Feeling so lost.,health
Should I max out my 401k or pay off my student loans first? I really need some perspective.,finance
Should I try {cuisine} cuisine for its supposed longevity benefits? Please help me decide.,health
Not sure what to do. Should we tell our families we're trying to conceive or keep it private?,family
I'm overwhelmed by all my subscriptions. Should I cancel everything and resubscribe only to what I miss? Am I overthinking this?,lifestyle
I've been thinking a lot about this. We agreed to try an open relationship and now I'm miserable. Should I end it?,relationship
"Should I move to a place I've vacationed, or is that different from living there? Has anyone been through this?",relocation
Big decision ahead. My partner is from Japan and wants to move back home. Should I go?,relocation
Here's my situation. I keep thinking about my ex from years ago. Should I contact them or let it go?,relationship
"My partner wants me to cut off my best friend. That's controlling, right? Am I overthinking this?",relationship
My employer offers tuition reimbursement for a master's. Should I do it part-time? I really need some perspective.,education
Should we make our kids go to church even though we're not religious? Am I overthinking this?,family
Help! We got married young and I feel like I missed out. Is that normal?,relationship
Here's my situation. Should I live with less space and more experiences?,lifestyle
Really struggling with this. Should I put down 50% to avoid PMI or keep that money invested?,finance
Not sure what to do. Should I have my wisdom teeth removed even though they're not bothering me?,health
My children don't want to move abroad. Should I make them anyway? Has anyone been through this?,relocation
My partner proposed but I'm not sure I'm ready for marriage. How do I know? Any advice?,relationship
I've been thinking a lot about this. Should I get vaccinated against hepatitis even though I'm religious minority?,health
Here's my situation. My financial advisor charges 40%. Is that reasonable or should I go fee-only?,finance
"My side hustle is making $15,000 per month. Should I go full-time? Has anyone been through this?",career
Should I break up with someone who is perfect on paper but I don't feel excited about? Has anyone been through this?,relationship
The job market is rough right now. Should I take an offer I'm not excited about just to have income? Any advice?,career
Really struggling with this. Should I invest in a Roth IRA or traditional IRA?,finance
"I need advice. Should I move in with my partner to save money, or is that a terrible reason?",relationship
I've been thinking a lot about this. Should I digitize all my photos or keep the physical albums?,lifestyle
Really struggling with this. I'm good at {subject1} and {subject2}. Which should I pursue as a career?,education
"Really struggling with this. My partner wants me to cut off my best friend. That's controlling, right?",relationship
Should I learn the language before moving to South Korea or learn when I get there? I really need some perspective.,relocation
Should I count calories or focus on eating whole foods? What would you do?,health
Big decision ahead. My partner never apologizes. Is this a personality trait or a red flag?,relationship
Here's my situation. I have no idea what to major in. Should I take a gap year to figure it out?,education
I want a big wedding but my partner wants to elope. Can we compromise? What would you do?,relationship
I need advice. My doctor said I need to leave my physically demanding job. How do I transition to something else at 22?,career
We're considering IVF but it's so expensive. Is it worth the financial strain? Am I overthinking this?,family
I need dialysis but my insurance won't cover it. Should I pay out of pocket? Any advice?,health
Should I buy a house now with these high interest rates or wait until next year? Please help me decide.,finance
